nt_pos	gene	strand	log2_ratio_EKDAtc2EKDnoAtc	log2_ratio_conAtc2connoAtc
83497	MSMEG_0062	plus	-0.175925623598891	-0.329555574645163
83776	MSMEG_0062	plus	-0.00806132622568267	0.0984608296653651
86881	MSMEG_0064	plus	0.476714779125509	0.248981209347863
86899	MSMEG_0064	plus	0.488015409999621	0.0774316162832229
88273	MSMEG_0067	plus	0.180009672462681	0.0207266559660766
93439	MSMEG_0071	plus	0.320183265013011	0.111686890086948
93473	MSMEG_0071	plus	0.231066797020031	0.0794789203521705
93517	MSMEG_0071	plus	-0.00300293525333439	0.0992560731484281
93524	MSMEG_0071	plus	-0.0125499865927281	0.0959011005971175
94569	MSMEG_0071	plus	-0.168353043273263	0.00909366756994824
94694	MSMEG_0071	plus	-0.265357295551071	-0.201505978017768
99933	MSMEG_0076	plus	0.223165380856836	-0.0661673785933931
101276	MSMEG_0076	plus	-0.953190942159575	0.0980361508945548
101816	MSMEG_0077	minus	0.10433093919631	0.103397300194012
101843	MSMEG_0077	minus	0.128786846712027	0.122956483805635
101992	MSMEG_0077	minus	-0.197826015154828	-0.118697306019447
102156	MSMEG_0078	minus	0.0474111105968551	-0.0229896545221871
102274	MSMEG_0078	minus	-0.0918490224404815	0.0749084614748052
102373	MSMEG_0078	minus	-0.144706449285017	0.0623852255798639
102418	MSMEG_0078	minus	-0.175912989257329	-0.0236410275396076
102533	MSMEG_0078	minus	-0.00394152410458837	-0.0290426634673614
102566	MSMEG_0078	minus	-0.100426210659962	-0.0848616786937133
102625	MSMEG_0078	minus	0.107512819021754	-0.0623775292038543
104675	MSMEG_0082	minus	-0.223423273162561	0.041678517681705
104681	MSMEG_0082	minus	-0.249071109628911	0.122063027634669
104684	MSMEG_0082	minus	-0.243204629841147	0.0895440258302186
104692	MSMEG_0082	minus	-0.184293575784724	-0.0112430923790969
104733	MSMEG_0082	minus	-0.23974392002471	0.246975084349648
104783	MSMEG_0082	minus	-0.0938123650057729	-0.0572684384083933
106204	MSMEG_0083	minus	-0.483510466154633	-0.060993309210391
106263	MSMEG_0083	minus	-0.143883239757149	-0.0146770019458368
106462	MSMEG_0083	minus	0.352495490826791	0.248125254450275
107873	MSMEG_0085	minus	-0.577104242577094	-0.0938881913801746
107932	MSMEG_0085	minus	0.115757203750772	0.390503432575541
107975	MSMEG_0085	minus	0.00491356188058467	0.58303735599046
108004	MSMEG_0085	minus	-0.50394032093492	0.285625153542439
108902	MSMEG_0085	minus	0.0646752476056481	0.193365442593013
108908	MSMEG_0085	minus	0.056093349949684	0.205838779016639
109028	MSMEG_0085	minus	0.0507818552784277	-0.0177902258936033
109044	MSMEG_0085	minus	0.116217085132011	0.0281122022050846
109879	MSMEG_0086	minus	-0.182052246791371	-0.201195610593282
109911	MSMEG_0086	minus	0.156381371019938	-0.232391918337842
109943	MSMEG_0086	minus	0.317044705569388	-0.264313735859034
110332	MSMEG_0086	minus	-0.110398749340046	-0.00277958746284773
112899	MSMEG_0088	plus	-0.613272715135496	0.369455325716425
115962	MSMEG_0090	minus	1.1090810704055	0.144626661735936
118911	MSMEG_0093	plus	-0.288046771617789	0.232901363561855
118917	MSMEG_0093	plus	-0.352101287287372	0.180373770052232
118950	MSMEG_0093	plus	-0.422547476201707	0.119965605678273
118959	MSMEG_0093	plus	-0.373867297136434	0.133366960239532
123316	MSMEG_0101	plus	0.130300942014052	0.0027612352396908
131684	MSMEG_0108	minus	-0.639427099195183	-0.145409776013052
131715	MSMEG_0108	minus	-0.634393767718144	-0.140660128514539
131720	MSMEG_0108	minus	-0.561555892078893	-0.161348893980601
131768	MSMEG_0108	minus	-0.410996173556413	-0.232643112051834
131774	MSMEG_0108	minus	-0.407973894462308	-0.211375538811139
131849	MSMEG_0108	minus	-0.341701836589188	-0.187137011442056
131852	MSMEG_0108	minus	-0.297710452073718	-0.177161601413417
131879	MSMEG_0108	minus	-0.339117648623396	-0.0921091521312943
132065	MSMEG_0108	minus	-0.132978307382242	0.00642001231073224
132675	MSMEG_0108	minus	0.543254736815901	0.219909121031483
134144	MSMEG_0109	minus	0.177222041219663	-0.163466830875963
134732	MSMEG_0110	minus	0.425948366275737	-0.0160616908698023
141973	MSMEG_0120	plus	0.246598377210619	0.0896546494464368
142148	MSMEG_0120	plus	0.0835213799224423	0.1944085986043
142933	MSMEG_0121	plus	-0.326877876815692	-0.136289729846377
150930	MSMEG_0130	minus	0.581840335098967	0.065470466444133
151488	MSMEG_0131	plus	0.234652946790926	0.298716742971299
151495	MSMEG_0131	plus	0.205643501476039	0.126543518993707
151794	MSMEG_0131	plus	0.286422222897204	0.397424688889627
152208	MSMEG_0131	plus	-0.283315476234862	0.0730328618541922
152252	MSMEG_0131	plus	-0.346888324374234	0.00651360366490647
152424	MSMEG_0131	plus	0.0231536898821756	0.00784096083311354
152436	MSMEG_0131	plus	0.0807811380683411	-0.0202106455886688
152514	MSMEG_0131	plus	0.137052157703357	-0.242585982035655
152841	MSMEG_0131	plus	0.0812752526726863	0.0588437989222745
155299	MSMEG_0134	plus	0.225695229844297	-0.223102484599369
155627	MSMEG_0134	plus	-0.055958589034588	0.0640181919017292
155690	MSMEG_0134	plus	-0.146394100774457	0.182769150941631
155870	MSMEG_0134	plus	0.0407300340408213	0.233862070416193
155908	MSMEG_0134	plus	-0.000157789465136285	0.127270019423387
156037	MSMEG_0135	plus	-0.155343622653592	-0.0910191331916477
156953	MSMEG_0135	plus	-0.0749952532961838	-0.036360529481715
157506	MSMEG_0136	plus	-0.149508270432323	0.023659516735996
158188	MSMEG_0136	plus	-0.11486789286625	-0.020281268490011
158244	MSMEG_0136	plus	-0.18994892283266	-0.0135825320827057
158310	MSMEG_0136	plus	-0.131262646913507	0.023547943614434
158460	MSMEG_0136	plus	0.171101310673866	0.0864701384047554
158577	MSMEG_0136	plus	-0.0885723669810054	-0.0464837410303183
158634	MSMEG_0137	plus	-0.253535787391503	0.0817218238629157
158649	MSMEG_0137	plus	-0.239989693958574	0.178675917921429
158829	MSMEG_0137	plus	-0.123398486657099	0.173672909654073
159562	MSMEG_0137	plus	0.0648321891263182	-0.0883219737404033
159567	MSMEG_0137	plus	0.0865955524226809	-0.115466621755691
159636	MSMEG_0137	plus	0.171666782186486	-0.0951242891552949
160185	MSMEG_0137	plus	0.526270505845745	0.191848031536467
160234	MSMEG_0137	plus	0.505177128874061	0.229577776274233
160502	MSMEG_0138	plus	0.0627007515872094	0.0752210966874282
160514	MSMEG_0138	plus	0.059462666855315	0.0969788528102975
162233	MSMEG_0139	plus	0.35427194585426	0.098340989506879
162265	MSMEG_0139	plus	0.0742660052799631	0.164868984586594
162285	MSMEG_0139	plus	-0.0801195445022358	0.0867567235697002
162636	MSMEG_0139	plus	-0.141607778809632	0.00742018595552817
162747	MSMEG_0139	plus	-0.093958345194266	0.182977047192242
162791	MSMEG_0139	plus	0.00176254505289745	0.146095846319411
162797	MSMEG_0139	plus	0.06719871603517	0.129907131424514
162832	MSMEG_0139	plus	0.135243664524962	0.218883668196009
162918	MSMEG_0139	plus	0.241087304911564	-0.0642094875748287
162930	MSMEG_0139	plus	0.190434027369337	-0.145388115180752
162963	MSMEG_0139	plus	0.137268180675862	-0.107161466686621
164116	MSMEG_0141	plus	0.177398322674343	0.293170703248631
164469	MSMEG_0141	plus	0.107989771995718	-0.0981824532213284
164756	MSMEG_0142	plus	0.382722713447457	0.168796714016935
164854	MSMEG_0142	plus	-0.00766638182022595	0.0491739716444503
164865	MSMEG_0142	plus	-0.141151795357166	0.0319086731201909
165009	MSMEG_0142	plus	-0.635353598607724	-0.0484763454592601
165032	MSMEG_0142	plus	-0.742222581351953	-0.126875707575079
169938	MSMEG_0147	minus	-0.149773068167609	0.778443099764492
182480	MSMEG_0158	plus	0.400736940487836	0.157422274226317
182710	MSMEG_0158	plus	0.0125456283970844	-0.0653661526389237
235733	MSMEG_0208	plus	-0.379422611889208	-0.333341941830265
236463	MSMEG_0210	minus	0.962943386480664	0.00155635934457569
237122	MSMEG_0210	minus	-0.119508152039295	0.0361306814123048
239729	MSMEG_0212	minus	-0.0825537604992711	0.260884575196444
242637	MSMEG_0216	plus	-0.125321200029757	-0.155034950217203
248054	MSMEG_0221	plus	-0.166362405162094	-0.218936858941003
248483	MSMEG_0222	plus	0.0593352328900211	-0.160643055928692
250918	MSMEG_0225	minus	-0.279351184342421	-0.10838011101889
252766	MSMEG_0225	minus	0.175432307502705	-0.0418587809928202
262018	MSMEG_0233	plus	-0.421203757510098	-0.0645586973891878
265697	MSMEG_0236	plus	0.0922798379390172	0.00743496819098398
269722	MSMEG_0240	minus	-0.0430462408148169	0.0399434097156835
270239	MSMEG_0241	minus	-0.53821863120712	-0.0200325036311266
270721	MSMEG_0241	minus	0.255077699697781	0.037799726302367
270770	MSMEG_0241	minus	0.248046955149368	-0.043439226343089
270794	MSMEG_0241	minus	0.440086938486999	-0.142202512622421
271062	MSMEG_0241	minus	0.45082283055156	0.137516306702297
271778	MSMEG_0241	minus	0.146311380801724	0.0877109418669239
280480	MSMEG_0250	minus	-0.234430492323371	-0.137752686336795
280703	MSMEG_0250	minus	-0.256617190520368	-0.00406677007335526
281934	MSMEG_0250	minus	-0.178918155222137	-0.103627959717171
281966	MSMEG_0250	minus	0.0285874648639422	-0.0582485221317946
282089	MSMEG_0250	minus	0.194359226032424	0.215527030383853
283193	MSMEG_0250	minus	0.636285305091892	0.0198876644889854
283802	MSMEG_0251	minus	-0.166695710929909	-0.0507124028147104
283857	MSMEG_0251	minus	-0.132172552482116	0.0489694829130078
284393	MSMEG_0252	minus	-0.0460747017424201	-0.0353443325748082
286129	MSMEG_0253	plus	0.12988201477957	0.0922511466707148
297377	MSMEG_0263	plus	-0.179024317594385	-0.261731142929186
321751	MSMEG_0290	plus	-0.204357687636439	0.0341912277477347
343024	MSMEG_0311	plus	0.135169799607124	-0.04067645155775
345876	MSMEG_0313	minus	0.212387435047072	-0.0331040862493718
346549	MSMEG_0314	minus	-0.205234549101558	-0.0608182017344629
346580	MSMEG_0314	minus	-0.221375287962766	0.0881412739700955
346602	MSMEG_0314	minus	-0.170693633736902	0.108934708460603
347013	MSMEG_0314	minus	0.104295575683513	0.0494597565877908
347315	MSMEG_0314	minus	0.0194108086061409	0.13432868626046
347490	MSMEG_0314	minus	-0.226001981596267	-0.0284163563538521
347516	MSMEG_0314	minus	-0.221377296785301	-0.039688507334171
347544	MSMEG_0314	minus	-0.140028771178973	-0.0247148567590844
351231	MSMEG_0317	minus	-0.0431173605848874	-0.0103162468783362
351556	MSMEG_0317	minus	-0.0297362745309289	-0.0404152629489099
352310	MSMEG_0319	plus	0.495132106004703	-0.0587141619832088
357403	MSMEG_0321	minus	0.0905575365183523	-0.0663527545494893
366125	MSMEG_0330	minus	0.391066354983901	-0.363430323494274
367656	MSMEG_0331	minus	0.458909888196882	-0.307222080550463
390062	MSMEG_0351	plus	0.138831914497479	-0.134728227050384
398195	MSMEG_0359	minus	0.610665861661117	-0.256361543136633
406355	MSMEG_0365	plus	0.21914461007731	-0.421894961320266
406559	MSMEG_0365	plus	-0.617581438781758	-0.325214345050173
406565	MSMEG_0365	plus	-0.678808428885336	-0.26328698676337
406669	MSMEG_0365	plus	-0.363773577538056	-0.161813463823019
407795	MSMEG_0367	minus	0.896488851713837	0.274781722978861
408564	MSMEG_0368	plus	0.298271992500956	-0.189711038794556
408991	MSMEG_0368	plus	0.24631977433861	0.0224847821745047
426952	MSMEG_0381	plus	0.262993424762711	-0.0228074777761651
427263	MSMEG_0381	plus	0.267115080417882	0.0802439947111788
427268	MSMEG_0381	plus	0.269908762162343	0.0639322512209437
427320	MSMEG_0381	plus	0.101603842266099	0.0572376791384919
427331	MSMEG_0381	plus	0.0832165136437798	-0.0177085414075093
428126	MSMEG_0381	plus	0.013440524215726	-0.0671847227925719
429628	MSMEG_0382	plus	-0.0640829714806827	-0.0507134449438463
429831	MSMEG_0382	plus	0.0951765275099661	0.187827347414321
429893	MSMEG_0382	plus	-0.00641983015620714	0.199845980095511
430751	MSMEG_0382	plus	-0.0406108146416223	0.00706413707195446
432252	MSMEG_0384	minus	-0.26277973118067	0.0247453362220177
434968	MSMEG_0386	plus	0.429849296239914	0.0961408277837542
435525	MSMEG_0386	plus	-0.00355766995817692	0.187160950111953
435635	MSMEG_0386	plus	-0.108619950722003	-0.0056515629610164
435715	MSMEG_0386	plus	-0.33426912538025	-0.174873770713188
435734	MSMEG_0386	plus	-0.386969179061466	-0.130487552396866
439201	MSMEG_0389	plus	0.0969441814673205	0.115371118134068
440531	MSMEG_0390	plus	0.0847646038383898	-0.14724718466092
443911	MSMEG_0393	plus	-0.39473138019267	-0.00855127870654112
449012	MSMEG_0400	plus	0.338168874915021	0.0884269421944577
449037	MSMEG_0400	plus	0.356075807819901	0.0546308305301551
449560	MSMEG_0400	plus	0.328755028528076	0.124335079187872
449716	MSMEG_0400	plus	0.320889927822159	-0.0254638181087153
449765	MSMEG_0400	plus	0.157564221793906	0.0320309211403234
449980	MSMEG_0400	plus	0.302233614518581	-0.016908132953525
450323	MSMEG_0400	plus	0.153970275773907	-0.0419011260945131
451289	MSMEG_0400	plus	-0.0209193357451565	-0.247258340507438
452600	MSMEG_0400	plus	-0.431228338163028	0.053133037518511
454471	MSMEG_0400	plus	0.0740587313216168	-0.0271692309871087
454667	MSMEG_0400	plus	-0.290130967684553	-0.0891888608766338
457519	MSMEG_0401	plus	-0.185242341765429	-0.0748540007061198
458747	MSMEG_0402	plus	0.231452955993381	-0.0596138674065623
459727	MSMEG_0402	plus	-0.295488813837071	0.0123069405300115
460853	MSMEG_0402	plus	0.284155881801052	-0.0658936594218687
463465	MSMEG_0402	plus	0.303957943742324	-0.0283843138354791
463653	MSMEG_0402	plus	0.120918825936337	0.173296021821504
472020	MSMEG_0408	minus	-0.277983438999611	-0.111895856628761
473157	MSMEG_0408	minus	-0.51145583748914	0.253034636166296
476933	MSMEG_0408	minus	0.0715386671891126	-0.0922179075788529
476989	MSMEG_0408	minus	0.22023984799672	-0.214143181848253
477055	MSMEG_0408	minus	0.38363888462693	-0.0750834227718629
478633	MSMEG_0408	minus	0.0634924909397006	0.240120554239784
479602	MSMEG_0408	minus	0.269552463847531	-0.145718682140672
479929	MSMEG_0408	minus	0.341322160653671	0.21595044977233
481991	MSMEG_0408	minus	-0.017196794633288	-0.13764295234772
484641	MSMEG_0410	plus	-0.184607022981625	0.0895127028760621
485340	MSMEG_0410	plus	0.12128566141022	-0.045711642567637
485872	MSMEG_0410	plus	0.131892501231215	0.00764885725895749
485953	MSMEG_0410	plus	0.45055653042293	0.111000225757026
486078	MSMEG_0410	plus	0.688247545296178	0.0155510910581116
486502	MSMEG_0410	plus	0.20650410808094	0.0619681191903914
486838	MSMEG_0410	plus	-0.0162835900346384	0.186287015338344
486955	MSMEG_0410	plus	0.0624911218962531	0.234153734144692
486964	MSMEG_0410	plus	0.000563445152593224	0.194180685849337
488726	MSMEG_0411	plus	-0.33164746114849	0.0711114520153455
488753	MSMEG_0411	plus	-0.386505122436565	0.0948498901299623
489687	MSMEG_0412	plus	0.201923832513013	-0.0305239713579619
489735	MSMEG_0412	plus	0.292132161114389	-0.0712984578807384
489783	MSMEG_0412	plus	0.0656459015658084	-0.0893503388312379
489797	MSMEG_0412	plus	-0.0136551889801873	-0.0732900716269493
489821	MSMEG_0412	plus	-0.0904642858732499	-0.0288905941646851
489885	MSMEG_0412	plus	-0.137395183393122	0.0067796228231696
489969	MSMEG_0412	plus	-0.212017486799982	-0.024651234989744
490014	MSMEG_0412	plus	-0.220920423865056	0.00423687673167989
491961	MSMEG_0414	plus	-0.209996546397126	0.905185869764511
491975	MSMEG_0414	plus	-0.199685527613437	0.727049581408638
491978	MSMEG_0414	plus	-0.143715374487479	0.750653640578097
498125	MSMEG_0423	plus	0.155952763696354	-0.0926592180622794
521805	MSMEG_0446	plus	0.7701924716204	0.121265312928716
521811	MSMEG_0446	plus	0.676180776116654	0.132104521618103
521853	MSMEG_0446	plus	0.3272645660286	0.0131376126904162
527134	MSMEG_0453	minus	-0.689951842372334	0.330991196597423
530755	MSMEG_0456	minus	-0.371661173444743	0.197864037559374
530904	MSMEG_0456	minus	-0.128561651738757	-0.0805799362183188
530973	MSMEG_0456	minus	-0.0263526722048867	-0.0574863049489231
533768	MSMEG_0457	minus	0.221136885246472	-0.0393584401309349
536833	MSMEG_0460	minus	-1.0139139776532	0.00128511082535508
582659	MSMEG_0503	minus	-0.422953699774518	0.121333133039387
584309	MSMEG_0504	plus	-0.433753713622495	-0.647159506284957
612712	MSMEG_0531	minus	0.0252551852496538	0.0882204926105984
613224	MSMEG_0532	minus	-0.539056206889839	-0.136610182330825
613232	MSMEG_0532	minus	-0.405351180442076	-0.123526050432284
613237	MSMEG_0532	minus	-0.314186831920996	-0.239159913537912
613240	MSMEG_0532	minus	-0.369094317807608	-0.235762052855532
613294	MSMEG_0532	minus	-0.131355522492902	-0.202564098007685
615840	MSMEG_0535	minus	0.0375767222050506	-0.536138794860306
617641	MSMEG_0538	minus	0.121236297230339	-0.25298675423265
618393	MSMEG_0539	minus	0.0583747927134994	-0.235136337074714
619962	MSMEG_0541	plus	0.0439573807200858	-0.100199131157413
627699	MSMEG_0550	minus	0.523196557397686	0.026752542787213
628195	MSMEG_0550	minus	-0.0107861783380358	0.0128942029756378
628496	MSMEG_0551	minus	-0.0261070132442411	0.20969876899339
628592	MSMEG_0551	minus	0.132253615540047	0.155189237649078
629267	MSMEG_0551	minus	-0.15248624019547	-0.112964871482963
635098	MSMEG_0559	minus	0.012343360561002	-0.0196589370540658
655917	MSMEG_0580	plus	-0.164148670210365	0.282227099078711
670110	MSMEG_0592	plus	0.585399243184706	-0.0115645427545242
672144	MSMEG_0594	minus	0.429442705704223	-0.3679277235447
676123	MSMEG_0599	plus	-0.210844025638918	-0.0474402884026198
676433	MSMEG_0599	plus	0.162723303139109	-0.148492674898658
678390	MSMEG_0600	plus	-0.29123581418296	-0.00264879916397698
683678	MSMEG_0605	minus	0.383009897496478	-0.0229847022465915
683684	MSMEG_0605	minus	0.499017999430458	-0.0973617175225698
683730	MSMEG_0605	minus	0.218035355222162	-0.00972911156420976
683818	MSMEG_0606	minus	-0.484021389603851	-0.229433601397959
683836	MSMEG_0606	minus	-0.259407548466687	-0.0845144143032073
692581	MSMEG_0615	plus	0.0634068940257868	0.482919422538154
699216	MSMEG_0617	plus	0.233664402542118	0.134111557931492
702630	MSMEG_0622	plus	0.690257440888397	-0.249266018596343
719177	MSMEG_0638	plus	-0.171685771221734	-0.0901741349485847
719645	MSMEG_0638	plus	0.24069610347726	-0.0227452017355395
719747	MSMEG_0638	plus	0.461378639426085	0.050766565423844
720096	MSMEG_0638	plus	0.230262400785327	-0.0581307056029227
720214	MSMEG_0638	plus	-0.101498737678624	0.0849728699086671
720433	MSMEG_0638	plus	-0.100679771458763	0.0661088293406721
720597	MSMEG_0638	plus	0.302778307178058	0.23237122343689
720605	MSMEG_0638	plus	0.324888799124533	0.244754830120141
720648	MSMEG_0638	plus	0.579653725445868	0.301988284347681
720654	MSMEG_0638	plus	0.673560209274155	0.315078836602332
720661	MSMEG_0638	plus	0.652187621668404	0.25007264730661
720793	MSMEG_0638	plus	-0.0568542158565844	0.153193659820304
720797	MSMEG_0638	plus	-0.00712915245665821	0.160127460634026
720844	MSMEG_0638	plus	-0.251574685946152	0.257400033166746
720880	MSMEG_0638	plus	-0.410899636159936	0.222066137242983
720888	MSMEG_0638	plus	-0.498295846288945	0.207531476171274
720892	MSMEG_0638	plus	-0.471057971230731	0.0752912543201099
720904	MSMEG_0638	plus	-0.741710393081184	0.0705340888448909
720907	MSMEG_0638	plus	-0.797696709584004	-0.00721876703891467
720934	MSMEG_0638	plus	-1.09905767462582	0.0504544997060151
720959	MSMEG_0638	plus	-1.06936982074722	0.102523735803556
721821	MSMEG_0639	minus	0.15765783958662	0.0558237357867773
722296	MSMEG_0640	minus	-0.183934988711104	-0.0378704321942922
722362	MSMEG_0640	minus	-0.0946243614023626	0.0510239127430519
722372	MSMEG_0640	minus	-0.0820432296763636	0.0714402138868922
722482	MSMEG_0640	minus	-0.00531482241762293	0.0625209048133768
722488	MSMEG_0640	minus	-0.0408938347992786	0.0648880070803847
722540	MSMEG_0640	minus	0.0664947057615419	-0.00933548910000774
723085	MSMEG_0640	minus	0.0733984375198496	0.174895706010298
723088	MSMEG_0640	minus	0.0574268855294919	0.194330909022122
723589	MSMEG_0641	minus	0.0698646214226985	0.00492078879077042
724193	MSMEG_0642	minus	0.20338354666985	0.0174745892594391
724312	MSMEG_0642	minus	0.17945225939854	-0.0562833138874504
726717	MSMEG_0643	minus	-0.186988119550095	-0.00349633329279383
744407	MSMEG_0662	plus	0.252229680317382	0.005455073824321
745310	MSMEG_0663	minus	0.117899682337004	0.0108288822229031
756046	MSMEG_0673	minus	0.246311821368043	-0.199441383855546
756090	MSMEG_0673	minus	0.285921016009402	-0.0936381698895319
756127	MSMEG_0673	minus	0.268457193439968	0.09073646840667
756130	MSMEG_0673	minus	0.2602250640675	0.100411100490419
757327	MSMEG_0674	minus	-0.11452150896628	0.0489099121692889
774263	MSMEG_0690	minus	0.0312478616810383	0.288542109997317
778627	MSMEG_0691	minus	0.749771563721142	0.121087158872701
779497	MSMEG_0692	minus	-0.182738079814753	0.0354603303634986
779518	MSMEG_0692	minus	-0.107377355015483	0.0406595674765085
779575	MSMEG_0692	minus	0.476978501096753	0.243065894564422
779620	MSMEG_0692	minus	0.657349820262974	0.10717812996642
779627	MSMEG_0692	minus	0.643669372278972	0.113001877249408
779659	MSMEG_0692	minus	0.530480317448988	-0.00276722794029941
779749	MSMEG_0692	minus	0.159417534860773	0.0986891811133624
779953	MSMEG_0692	minus	-0.226946906902006	0.100879807567731
779961	MSMEG_0692	minus	-0.154392330772323	0.076610898052736
781603	MSMEG_0693	plus	0.184451027168642	-0.112487663052247
782422	VBIMycSme59918_0690	plus	-0.124257867233487	0.233649517349074
782434	VBIMycSme59918_0690	plus	-0.139395607130807	0.208166576743282
782452	VBIMycSme59918_0690	plus	-0.170950538900518	0.154710855367092
782455	VBIMycSme59918_0690	plus	-0.170728981539579	0.154682949631102
784174	MSMEG_0695	plus	0.332103639095876	0.0357150792922175
786519	MSMEG_0698	plus	0.562435142611186	-0.087227295213582
787803	MSMEG_0699	plus	0.569477360322652	0.128576556608116
790957	MSMEG_0702	minus	-0.527977700145021	-0.0738521209655268
798062	MSMEG_0709	plus	-0.0741609424265993	-0.0305615162703947
800244	MSMEG_0711	plus	-0.872824665766447	0.076914733671115
800399	MSMEG_0711	plus	-0.631934835938474	0.389598139274009
808629	MSMEG_0719	minus	0.514950202518674	-0.00979848191654284
818766	MSMEG_0732	plus	0.175628837340893	0.267385799645457
818925	MSMEG_0732	plus	0.242783373754701	0.0980699298506276
821426	MSMEG_0734	minus	-0.0977823295798727	-0.137699015496098
821435	MSMEG_0734	minus	0.0355406641284076	-0.234727831998581
824791	MSMEG_0737	plus	0.541416339220953	-0.227015706018992
827473	MSMEG_0740	plus	0.000517262860010084	0.043757612933199
827536	MSMEG_0740	plus	0.143489883940153	-0.025129775279873
827900	MSMEG_0741	plus	-0.174619934856172	0.0352177788554916
829866	MSMEG_0743	plus	0.652867852790296	-0.158107239214879
844225	MSMEG_0759	plus	-0.129006599615295	0.149649069834458
847915	MSMEG_0763	minus	-1.23942893028873	0.186793362005429
849689	MSMEG_0764	minus	0.678351109505685	0.411505219932325
849794	MSMEG_0764	minus	0.580455095761259	0.284255850839082
854259	MSMEG_0769	plus	0.18189019103608	0.173511407365564
855316	MSMEG_0770	plus	-0.043745048587239	0.0219563640568397
863351	MSMEG_0780	minus	0.0930819300482486	-0.180199908908366
873630	MSMEG_0786	minus	0.535893240009813	0.232316320385271
874274	MSMEG_0786	minus	0.332215128282166	0.0148890786236668
874487	MSMEG_0787	minus	-0.146976289658736	-0.212788461789584
874763	MSMEG_0787	minus	-0.133418476081006	0.0451676554407822
878832	MSMEG_0791	plus	-0.00459972103004567	0.0781806353272909
878871	MSMEG_0791	plus	-0.057790856667697	0.113822227288756
879745	MSMEG_0793	plus	0.105225320666721	-0.126641684681132
883005	VBIMycSme59918_0792	plus	-0.0728287452420736	0.187672276750269
883120	VBIMycSme59918_0792	plus	-0.00677515987573119	0.144872711042574
883127	VBIMycSme59918_0792	plus	-0.0390310594368927	0.0635725742955082
883545	VBIMycSme59918_0792	plus	0.155431305496899	-0.167790847521137
892031	MSMEG_0806	plus	0.175695193894447	0.160752546976492
892079	MSMEG_0806	plus	-0.0500435250014474	0.0979395913225427
