5414439	+
5414445	+
5414452	+
5414462	+
5414471	+
5414513	+
5414668	+
5420435	+
5442548	+
5456138	+
5456144	+
5456154	+
5456157	+
5483080	+
5486938	+
5491322	+
5491632	+
5496819	+
5497660	+
5497705	+
5497711	+
5497760	+
5498124	+
5500041	+
5509442	+
5509517	+
5510285	+
5510345	+
5511990	+
5512000	+
5514700	+
5521141	+
5525695	+
5525755	+
5525905	+
5525919	+
5525988	+
5526311	+
5528508	+
5577193	+
5577201	+
5585276	+
5585393	+
5585507	+
5585647	+
5585849	+
5585946	+
5585949	+
5585955	+
5586057	+
5586068	+
5586101	+
5586104	+
5586129	+
5586180	+
5586326	+
5586377	+
5586464	+
5586470	+
5589007	+
5601122	+
5601244	+
5601372	+
5601445	+
5616799	+
5617094	+
5631510	+
5642525	+
5642557	+
5642578	+
5647154	+
5675141	+
5675161	+
5675166	+
5675181	+
5675421	+
5675501	+
5676175	+
5686041	+
5694628	+
5694644	+
5741229	+
5756035	+
5756176	+
5768451	+
5769994	+
5775404	+
5776059	+
5783480	+
5784731	+
5786202	+
5786215	+
5786320	+
5786359	+
5786731	+
5789407	+
5789499	+
5790144	+
5790600	+
5790621	+
5791586	+
5791761	+
5791866	+
5792323	+
5810555	+
5810733	+
5811480	+
5811519	+
5831945	+
5834647	+
5847344	+
5847351	+
5847683	+
5847711	+
5859349	+
5859480	+
5859561	+
5859623	+
5860744	+
5860750	+
5861485	+
5864937	+
5864942	+
5881506	+
5948825	+
5951383	+
5972205	+
5984432	+
6000845	+
6067042	+
6077758	+
6078489	+
6097129	+
6110576	+
6121647	+
6121679	+
6189970	+
6201696	+
6202213	+
6202336	+
6203597	+
6203871	+
6204216	+
6213496	+
6213687	+
6213696	+
6213747	+
6223088	+
6223271	+
6229816	+
6242391	+
6242405	+
6242428	+
6250413	+
6257641	+
6259501	+
6260126	+
6268387	+
6269186	+
6269257	+
6271585	+
6282320	+
6287241	+
6301254	+
6301262	+
6301269	+
6301430	+
6301479	+
6301791	+
6334128	+
6334586	+
6334825	+
6335753	+
6335806	+
6336050	+
6336111	+
6342000	+
6342007	+
6347066	+
6347877	+
6348048	+
6353138	+
6353494	+
6353547	+
6353610	+
6358068	+
6358078	+
6358904	+
6407941	+
6408326	+
6421089	+
6421102	+
6423182	+
6438834	+
6438857	+
6438883	+
6441253	+
6441486	+
6442023	+
6443183	+
6443657	+
6444255	+
6444353	+
6446091	+
6446946	+
6447163	+
6448086	+
6448126	+
6448702	+
6449588	+
6449626	+
6450168	+
6450274	+
6453897	+
6477779	+
6477845	+
6478083	+
6478090	+
6478093	+
6478106	+
6478742	+
6478880	+
6478901	+
6485944	+
6486116	+
6486126	+
6486182	+
6487645	+
6495987	+
6496211	+
6496301	+
6498392	+
6499562	+
6504898	+
6505033	+
6505566	+
6505609	+
6505630	+
6572395	+
6572431	+
6582017	+
6659908	+
6680020	+
6729625	+
6729632	+
6736535	+
6790877	+
6798409	+
6802910	+
6803703	+
6803713	+
6803716	+
6803741	+
6803745	+
6803757	+
6803810	+
6804986	+
6822174	+
6838885	+
6864697	+
6864994	+
6872887	+
6949880	+
6949883	+
6950084	+
6950094	+
6950103	+
6950168	+
6955732	+
6956561	+
6968742	+
6971360	+
6971594	+
6974617	+
6974623	+
6974924	+
6976862	+
6977525	+
6977529	+
6987040	+
6987388	+
6987698	+
6987704	+
6987843	+
6987867	+
